num_element_nodes,num_elements,x,y
8,7,8.163265,2.868130
8,7,8.367347,2.877938
8,7,8.571429,2.888944
8,7,8.775510,2.901154
8,7,8.979592,2.914572
8,7,9.183673,2.929204
8,7,9.387755,2.945056
8,7,9.591837,2.962134
8,7,9.795918,2.980446
8,7,10.000000,3.000000
8,8,0.000000,3.467351
8,8,0.178571,3.432188
8,8,0.357143,3.398119
8,8,0.535714,3.365134
8,8,0.714286,3.333222
8,8,0.892857,3.302372
8,8,1.071429,3.272576
8,8,1.250000,3.243824
8,8,1.428571,3.216105
8,8,1.607143,3.189413
8,8,1.785714,3.163737
8,8,1.964286,3.139071
8,8,2.142857,3.115405
8,8,2.321429,3.092733
8,8,2.500000,3.071047
8,8,2.678571,3.050340
8,8,2.857143,3.030606
8,8,3.035714,3.011839
8,8,3.214286,2.994032
8,8,3.392857,2.977179
8,8,3.571429,2.961276
8,8,3.750000,2.946318
8,8,3.928571,2.932298
8,8,4.107143,2.919214
8,8,4.285714,2.907061
8,8,4.464286,2.895835
8,8,4.642857,2.885532
8,8,4.821429,2.876150
8,8,5.000000,2.867685
8,8,5.178571,2.860134
8,8,5.357143,2.853495
8,8,5.535714,2.847766
8,8,5.714286,2.842945
8,8,5.892857,2.839031
8,8,6.071429,2.836022
8,8,6.250000,2.833917
8,8,6.428571,2.832717
8,8,6.607143,2.832419
8,8,6.785714,2.833025
8,8,6.964286,2.834534
8,8,7.142857,2.836947
8,8,7.321429,2.840265
8,8,7.500000,2.844488
8,8,7.678571,2.849619
8,8,7.857143,2.855658
8,8,8.035714,2.862608
8,8,8.214286,2.870470
8,8,8.392857,2.879248
8,8,8.571429,2.888944
8,8,8.750000,2.899562
8,8,8.928571,2.911104
8,8,9.107143,2.923574
8,8,9.285714,2.936977
8,8,9.464286,2.951316
8,8,9.642857,2.966596
8,8,9.821429,2.982822
8,8,10.000000,3.000000
9,1,0.000000,3.467351
9,1,1.250000,3.243824
9,1,2.500000,3.071047
9,1,3.750000,2.946318
9,1,5.000000,2.867685
9,1,6.250000,2.833917
9,1,7.500000,2.844488
9,1,8.750000,2.899562
9,1,10.000000,3.000000
9,2,0.000000,3.467351
9,2,0.625000,3.349044
9,2,1.250000,3.243824
9,2,1.875000,3.151278
9,2,2.500000,3.071047
9,2,3.125000,3.002815
9,2,3.750000,2.946318
9,2,4.375000,2.901333
9,2,5.000000,2.867685
9,2,5.625000,2.845242
9,2,6.250000,2.833917
9,2,6.875000,2.833666
9,2,7.500000,2.844488
9,2,8.125000,2.866425
9,2,8.750000,2.899562
9,2,9.375000,2.944029
9,2,10.000000,3.000000
9,3,0.000000,3.467351
9,3,0.416667,3.387004
9,3,0.833333,3.312538
9,3,1.250000,3.243824
9,3,1.666667,3.180742
9,3,2.083333,3.123183
9,3,2.500000,3.071047
9,3,2.916667,3.024243
9,3,3.333333,2.982691
9,3,3.750000,2.946318
9,3,4.166667,2.915060
9,3,4.583333,2.888864
9,3,5.000000,2.867685
9,3,5.416667,2.851484
9,3,5.833333,2.840235
9,3,6.250000,2.833917
9,3,6.666667,2.832521
9,3,7.083333,2.836042
9,3,7.500000,2.844488
9,3,7.916667,2.857873
9,3,8.333333,2.876220
9,3,8.750000,2.899562
9,3,9.166667,2.927938
9,3,9.583333,2.961398
9,3,10.000000,3.000000
9,4,0.000000,3.467351
9,4,0.312500,3.406534
9,4,0.625000,3.349044
9,4,0.937500,3.294825
9,4,1.250000,3.243824
9,4,1.562500,3.195990
9,4,1.875000,3.151278
9,4,2.187500,3.109644
9,4,2.500000,3.071047
9,4,2.812500,3.035449
9,4,3.125000,3.002815
9,4,3.437500,2.973115
9,4,3.750000,2.946318
9,4,4.062500,2.922398
9,4,4.375000,2.901333
9,4,4.687500,2.883101
9,4,5.000000,2.867685
9,4,5.312500,2.855069
9,4,5.625000,2.845242
9,4,5.937500,2.838194
9,4,6.250000,2.833917
9,4,6.562500,2.832409
9,4,6.875000,2.833666
9,4,7.187500,2.837692
9,4,7.500000,2.844488
9,4,7.812500,2.854063
9,4,8.125000,2.866425
9,4,8.437500,2.881586
9,4,8.750000,2.899562
9,4,9.062500,2.920369
9,4,9.375000,2.944029
9,4,9.687500,2.970564
9,4,10.000000,3.000000
9,5,0.000000,3.467351
9,5,0.250000,3.418430
9,5,0.500000,3.371645
9,5,0.750000,3.326967
9,5,1.000000,3.284369
9,5,1.250000,3.243824
9,5,1.500000,3.205306
9,5,1.750000,3.168791
9,5,2.000000,3.134258
9,5,2.250000,3.101683
9,5,2.500000,3.071047
9,5,2.750000,3.042330
9,5,3.000000,3.015515
9,5,3.250000,2.990585
9,5,3.500000,2.967524
9,5,3.750000,2.946318
9,5,4.000000,2.926953
9,5,4.250000,2.909418
9,5,4.500000,2.893701
9,5,4.750000,2.879793
9,5,5.000000,2.867685
9,5,5.250000,2.857369
9,5,5.500000,2.848839
9,5,5.750000,2.842090
9,5,6.000000,2.837117
9,5,6.250000,2.833917
9,5,6.500000,2.832489
9,5,6.750000,2.832831
9,5,7.000000,2.834944
9,5,7.250000,2.838829
9,5,7.500000,2.844488
9,5,7.750000,2.851925
9,5,8.000000,2.861145
9,5,8.250000,2.872152
9,5,8.500000,2.884955
9,5,8.750000,2.899562
9,5,9.000000,2.915980
9,5,9.250000,2.934221
9,5,9.500000,2.954296
9,5,9.750000,2.976218
9,5,10.000000,3.000000
9,6,0.000000,3.467351
9,6,0.208333,3.426434
9,6,0.416667,3.387004
9,6,0.625000,3.349044
9,6,0.833333,3.312538
9,6,1.041667,3.277469
9,6,1.250000,3.243824
9,6,1.458333,3.211586
9,6,1.666667,3.180742
9,6,1.875000,3.151278
9,6,2.083333,3.123183
9,6,2.291667,3.096443
9,6,2.500000,3.071047
9,6,2.708333,3.046984
9,6,2.916667,3.024243
9,6,3.125000,3.002815
9,6,3.333333,2.982691
9,6,3.541667,2.963861
9,6,3.750000,2.946318
9,6,3.958333,2.930053
9,6,4.166667,2.915060
9,6,4.375000,2.901333
9,6,4.583333,2.888864
9,6,4.791667,2.877650
9,6,5.000000,2.867685
9,6,5.208333,2.858964
9,6,5.416667,2.851484
9,6,5.625000,2.845242
9,6,5.833333,2.840235
9,6,6.041667,2.836461
9,6,6.250000,2.833917
9,6,6.458333,2.832604
9,6,6.666667,2.832521
9,6,6.875000,2.833666
9,6,7.083333,2.836042
9,6,7.291667,2.839649
9,6,7.500000,2.844488
9,6,7.708333,2.850562
9,6,7.916667,2.857873
9,6,8.125000,2.866425
9,6,8.333333,2.876220
9,6,8.541667,2.887264
9,6,8.750000,2.899562
9,6,8.958333,2.913118
9,6,9.166667,2.927938
9,6,9.375000,2.944029
9,6,9.583333,2.961398
9,6,9.791667,2.980052
9,6,10.000000,3.000000
9,7,0.000000,3.467351
9,7,0.178571,3.432188
9,7,0.357143,3.398119
9,7,0.535714,3.365134
9,7,0.714286,3.333222
9,7,0.892857,3.302372
9,7,1.071429,3.272576
9,7,1.250000,3.243824
9,7,1.428571,3.216105
9,7,1.607143,3.189413
9,7,1.785714,3.163737
9,7,1.964286,3.139071
9,7,2.142857,3.115405
9,7,2.321429,3.092733
9,7,2.500000,3.071047
9,7,2.678571,3.050340
9,7,2.857143,3.030606
9,7,3.035714,3.011839
9,7,3.214286,2.994032
9,7,3.392857,2.977179
9,7,3.571429,2.961276
9,7,3.750000,2.946318
9,7,3.928571,2.932298
9,7,4.107143,2.919214
9,7,4.285714,2.907061
9,7,4.464286,2.895835
9,7,4.642857,2.885532
9,7,4.821429,2.876150
9,7,5.000000,2.867685
9,7,5.178571,2.860134
9,7,5.357143,2.853495
9,7,5.535714,2.847766
9,7,5.714286,2.842945
9,7,5.892857,2.839031
9,7,6.071429,2.836022
9,7,6.250000,2.833917
9,7,6.428571,2.832717
9,7,6.607143,2.832419
9,7,6.785714,2.833025
9,7,6.964286,2.834534
9,7,7.142857,2.836947
9,7,7.321429,2.840265
9,7,7.500000,2.844488
9,7,7.678571,2.849619
9,7,7.857143,2.855658
9,7,8.035714,2.862608
9,7,8.214286,2.870470
9,7,8.392857,2.879248
9,7,8.571429,2.888944
9,7,8.750000,2.899562
9,7,8.928571,2.911104
9,7,9.107143,2.923574
9,7,9.285714,2.936977
9,7,9.464286,2.951316
9,7,9.642857,2.966596
9,7,9.821429,2.982822
9,7,10.000000,3.000000
9,8,0.000000,3.467351
9,8,0.156250,3.436523
9,8,0.312500,3.406534
9,8,0.468750,3.377377
9,8,0.625000,3.349044
9,8,0.781250,3.321529
9,8,0.937500,3.294825
9,8,1.093750,3.268925
9,8,1.250000,3.243824
9,8,1.406250,3.219514
9,8,1.562500,3.195990
9,8,1.718750,3.173247
9,8,1.875000,3.151278
9,8,2.031250,3.130079
9,8,2.187500,3.109644
9,8,2.343750,3.089968
9,8,2.500000,3.071047
9,8,2.656250,3.052875
9,8,2.812500,3.035449
9,8,2.968750,3.018764
9,8,3.125000,3.002815
9,8,3.281250,2.987600
9,8,3.437500,2.973115
9,8,3.593750,2.959355
9,8,3.750000,2.946318
9,8,3.906250,2.934000
9,8,4.062500,2.922398
9,8,4.218750,2.911510
9,8,4.375000,2.901333
9,8,4.531250,2.891864
9,8,4.687500,2.883101
9,8,4.843750,2.875042
9,8,5.000000,2.867685
9,8,5.156250,2.861028
9,8,5.312500,2.855069
9,8,5.468750,2.849808
9,8,5.625000,2.845242
9,8,5.781250,2.841371
9,8,5.937500,2.838194
9,8,6.093750,2.835710
9,8,6.250000,2.833917
9,8,6.406250,2.832817
9,8,6.562500,2.832409
9,8,6.718750,2.832692
9,8,6.875000,2.833666
9,8,7.031250,2.835333
9,8,7.187500,2.837692
9,8,7.343750,2.840743
9,8,7.500000,2.844488
9,8,7.656250,2.848928
9,8,7.812500,2.854063
9,8,7.968750,2.859895
9,8,8.125000,2.866425
9,8,8.281250,2.873655
9,8,8.437500,2.881586
9,8,8.593750,2.890221
9,8,8.750000,2.899562
9,8,8.906250,2.909610
9,8,9.062500,2.920369
9,8,9.218750,2.931841
9,8,9.375000,2.944029
9,8,9.531250,2.956935
9,8,9.687500,2.970564
9,8,9.843750,2.984918
9,8,10.000000,3.000000
